"","type","DBA","BORO","address","zip_code","latitude","longitude","categories","PHONE","INSPECTION.DATE","INSPECTION.RESULT","review_count","rating","price"
"851","restaurant","EMPEROR'S HOUSE","Staten Island","767 FOREST AVE",10310,40.62925,-74.11467,"Chinese","9178588832",2019-08-08,"A12/NC",16,4,"$$$"
"852","restaurant","EMPIRE EAST","Staten Island","2740 HYLAN BLVD",10306,40.5654903,-74.1144495,"Chinese","7189871111",2018-12-04,"A10/NC",97,3.5,"$$"
"853","restaurant","EMPIRE EAST PAN ASIAN BISTRO","Staten Island","1445 RICHMOND AVE",10314,40.61374,-74.1574104,"Asian Fusion","7189831111",2019-02-21,"A13/NC",67,3.5,"$$"
"854","restaurant","EMPIRE EAST PAN ASIAN BISTRO","Staten Island","1445 RICHMOND AVE",10314,40.61141912925,-74.1575384966946,"Sushi Bars","7189831111",2019-02-21,"A13/NC",33,4,"$$"
"855","restaurant","EMPIRE EXPRESS CHINESE RESTAURANT","Brooklyn","319 9TH ST",11215,40.66918,-73.98567,"Chinese","7184993758",2019-09-11,"A12/NC",35,3.5,"$"
"856","restaurant","EMPIRE STEAK HOUSE","Manhattan","151 E 50TH ST",10022,40.756278,-73.971258,"Steakhouses","2125826900",2019-09-03,"A10/NC",224,4,"$$$"
"857","restaurant","EMPIRE SZECHUAN GARDEN","Queens","4342 46TH ST",11104,40.7442226,-73.9186565,"Chinese","7183619625",2019-09-09,"A9/NC",33,3.5,"$"
"858","restaurant","EMPIRE Szechuan Noodle house","Manhattan","4041 BROADWAY",10032,40.84285,-73.93968,"Chinese","2125681600",2019-08-01,"A12/NC",180,2.5,"$$"
"859","restaurant","ENDSWELL BAR & BISTRO","Brooklyn","773 FULTON ST",11217,40.68619,-73.97377,"American (New)","9173341508",1900-01-01,"-NA/NA",227,4,"$$$"
"860","restaurant","ENLIGHTENMENT WINES","Brooklyn","99 SCOTT AVE",11237,40.7105638,-73.9233984,"Vietnamese","4014866116",2019-05-15,"A12/C",666,4,"$$"
"861","restaurant","ENZO'S PIZZA","Queens","8102 ROCKAWAY BLVD",11416,40.6842863,-73.8594333,"Italian","7182960880",2019-08-15,"B26/C",69,4,"$$"
"862","restaurant","EPICERIE BOULUD","Manhattan","185 GREENWICH ST",10007,40.7118696201377,-74.0115486921387,"Sandwiches","2125959605",2019-02-25,"A13/NC",94,2.5,"$$"
"863","restaurant","EPICERIE BOULUD","Manhattan","185 GREENWICH ST",10007,40.7099275,-74.0126017,"Sushi Bars","2125959605",2019-02-25,"A13/NC",25,3,"$"
"864","restaurant","ESANATION","Manhattan","750 9TH AVE",10019,40.7637,-73.98839,"Thai","2123150555",2019-04-17,"A7/NC",272,3.5,"$$"
"865","restaurant","ESCAPE INTERNATIONAL CUISINE","Bronx","1841 HOBART AVE",10461,40.8483407,-73.8316408,"Latin American","7186841860",2019-06-01,"A10/C",83,3.5,"$$"
"866","restaurant","ESPINAL DELI & GROCERY","Brooklyn","282 NOSTRAND AVE",11205,40.69025,-73.9517,"Delis","7188571784",2019-09-20,"A10/NC",23,3.5,"$"
"867","restaurant","ESSEN","Manhattan","519 8TH AVE",10018,40.75341,-73.99302,"Salad","2122901515",2019-09-20,"Z24/C",91,2.5,"$$"
"868","restaurant","ESSEX TAQUERIA","Manhattan","123 ESSEX ST",10002,40.7197418,-73.9877989,"Mexican","2122608226",2019-03-07,"A2/NC",238,4,"$"
"869","restaurant","ESTAMINET","Brooklyn","107A 7TH AVE",11215,40.6739569,-73.9757798,"Cafes","9174994191",2019-03-06,"A5/NC",58,3.5,"$"
"870","restaurant","ESTRELLA LATINA RESTAURANT","Queens","3907 104TH ST",11368,40.750436,-73.861682,"Spanish","7185652377",2019-05-14,"B20/NC",20,3,"$$"
"871","restaurant","ESTRELLA MEXICANA RESTAURANT","Bronx","106 E 183RD ST",10453,40.8579099,-73.90166,"Mexican","7185844222",2018-10-09,"A11/C",10,2.5,"$"
"872","restaurant","ESTRELLITA POBLANA","Bronx","2328 ARTHUR AVE",10458,40.853828,-73.888672,"Mexican","7182207641",2019-08-21,"B21/C",138,4,"$$"
"873","restaurant","ETC","Manhattan","341 5TH AVE",11215,40.671932,-73.9836569,"Gelato","6464100822",2019-07-19,"A13/C",249,4.5,"$$"
"874","restaurant","ETC","Manhattan","341 5TH AVE",11215,40.671949831792,-73.9837719490146,"Italian","6464100822",2019-07-19,"A13/C",25,3.5,"$$"
"875","restaurant","EUROPAN CAFE","Manhattan","2197 BROADWAY",10024,40.7832592,-73.9807337,"Chinese","6464818103",2019-08-08,"Z10/NC",221,3.5,"$$"
"876","restaurant","EVELINAS","Brooklyn","211 DEKALB AVE",11205,40.689722,-73.971003,"Italian","7185106256",2019-04-24,"A8/NC",109,4.5,"$$$"
"877","restaurant","EVERGREEN ON 38","Manhattan","10 E 38TH ST",10016,40.75041,-73.98199,"Shanghainese","2124481199",2019-07-09,"A13/NC",219,3.5,"$$"
"878","restaurant","EVERYDAY CHINESE RESTAURANT","Brooklyn","890 WYCKOFF AVE",11237,40.696949,-73.9069366,"Chinese","7183818899",2019-08-19,"A9/C",5,4,"$"
"879","restaurant","EVERYMAN ESPRESSO","Brooklyn","162 5TH AVE",11217,40.67792,-73.97975,"Vietnamese","9179417635",2019-06-06,"A12/C",399,4,"$$"
"880","restaurant","EXCELLENT DUMPLING HOUSE","Manhattan","165 W 23RD ST",10011,40.7440494396358,-73.995028194335,"Dim Sum","2129898885",2019-08-19,"A13/C",480,4,"$$"
"881","restaurant","EXCUSE MY FRENCH","Manhattan","96 ORCHARD ST",10002,40.71844,-73.98981,"Bars","2127809600",2019-01-15,"A9/NC",234,4.5,"$$"
"882","restaurant","EXECUTIVE DINING ROOM","Manhattan","114 W 47TH ST",10036,40.75814,-73.98304,"Japanese","2128523035",2019-02-08,"A7/C",37,4,"$$$$"
"883","restaurant","EXECUTIVE DINING ROOM","Manhattan","114 W 47TH ST",10036,40.7582797854234,-73.9827184029637,"Japanese","2128523035",2019-02-08,"A7/C",70,3.5,"$$$$"
"884","restaurant","EXPRESSWAY BUBBLE TEA & SNACKS","Queens","4128 MAIN ST",11355,40.757207,-73.829389,"Chinese","6463621995",2018-11-09,"A6/C",171,4.5,"$"
"885","restaurant","EXQUISITO DOMINICAN RESTAURANT","Brooklyn","1542 GATES AVE",11237,40.6992332158417,-73.9124437421516,"Latin American","7184972228",2019-09-07,"Z47/NC",17,3.5,"$"
"886","restaurant","El BUEN SABOR","Queens","4507 QUEENS BLVD",11104,40.7435297,-73.9193497,"Bakeries","7184784123",2019-07-12,"A11/C",61,3.5,"$"
"887","restaurant","El Nuevo Valle Seafood Restaurant","Manhattan","231 SHERMAN AVE",10034,40.865661,-73.919539,"Seafood","2125440808",2019-09-27,"A2/NC",5,3.5,"$"
"888","restaurant","F & M CAMPO BELLO II RESTAURANT","Brooklyn","9128 5TH AVE",11209,40.618061,-74.029335,"Spanish","7186807888",2019-09-16,"-26/C",58,3.5,"$$"
"889","restaurant","F.B. & J","Manhattan","225 PARK AVE S",10003,40.73715,-73.98789,"Steakhouses","9178653644",2019-05-15,"A9/C",427,4.5,"$$$"
"890","restaurant","FABIO RESTAURANT","Manhattan","214 E 52ND ST",10022,40.75667,-73.96912,"Italian","2126885200",2019-08-07,"A12/C",248,4.5,"$$$"
"891","restaurant","FACTORY TAMAL","Manhattan","34 LUDLOW ST",10002,40.7159893975333,-73.9903887679246,"Mexican","9176915524",2019-09-27,"A7/C",68,4.5,"$"
"892","restaurant","FAIRFAX","Manhattan","234 W 4TH ST",10014,40.73433,-74.00322,"Breakfast & Brunch","2123210298",2019-02-26,"A9/NC",59,4,"$$$"
"893","restaurant","FALAFEL ON BROADWAY","Manhattan","3151 BROADWAY",10027,40.81452,-73.95966,"Mexican","2122222300",2019-03-12,"A12/NC",157,3.5,"$$"
"894","restaurant","FAMILY GARDEN","Brooklyn","111A DITMAS AVE",11218,40.6357102,-73.9776473,"Chinese","7189725040",2018-11-27,"A9/C",14,4,"$"
"895","restaurant","FANCY JUICE","Manhattan","69 1ST AVE",10003,40.72543,-73.98711,"Mexican","2122281256",2019-08-06,"A2/NC",236,4,"$"
"896","restaurant","FANCY NANCY","Brooklyn","1038 BEDFORD AVE",11205,40.6895209324106,-73.9552916183814,"Cocktail Bars","3473507289",2019-06-08,"A13/C",128,4,"$$"
"897","restaurant","FARE AND FOLK","Brooklyn","402 HENRY ST",11201,40.6875151,-73.9979148,"Chinese","9176404867",2019-07-26,"A12/C",10,3,"$$"
"898","restaurant","FARE AND FOLK","Brooklyn","402 HENRY ST",11201,40.6875,-73.99795,"Chinese","9176404867",2019-07-26,"A12/C",2,3.5,"$"
"899","restaurant","FARMSTAND BOOTH 8","Manhattan","230 PARK AVE",10021,40.7543376550143,-73.976532557234,"Food Stands","6095400403",2019-01-25,"A13/C",172,3.5,"$$"
"900","restaurant","FARMSTAND BOOTH 8","Manhattan","230 PARK AVE",10169,40.754394,-73.976104,"Thai","6095400403",2019-01-25,"A13/C",59,2.5,"$$"
"901","restaurant","FARMSTAND BOOTH 8","Manhattan","230 PARK AVE",10169,40.7543721,-73.97618,"Soup","6095400403",2019-01-25,"A13/C",36,4,"$"
"902","restaurant","FARMSTAND BOOTH 8","Manhattan","230 PARK AVE",10169,40.7542460300303,-73.9756283400967,"Wine Bars","6095400403",2019-01-25,"A13/C",134,3.5,"$$"
"903","restaurant","FARMSTAND BOOTH 8","Manhattan","230 PARK AVE",10169,40.7543721,-73.9761826,"Ramen","6095400403",2019-01-25,"A13/C",77,3,"$$"
"904","restaurant","FARMSTAND BOOTH 8","Manhattan","230 PARK AVE",10169,40.754623,-73.976605,"Food Court","6095400403",2019-01-25,"A13/C",594,4,"$$"
"905","restaurant","FARO","Brooklyn","436 JEFFERSON ST",11237,40.707407,-73.922839,"Italian","7183818201",2019-01-25,"A13/NC",233,4,"$$$"
"906","restaurant","FATTY DADDY TACO","Brooklyn","152 SMITH ST",11201,40.686578,-73.990821,"Mexican","9292959361",2019-07-15,"A9/C",121,4,"$$"
"907","restaurant","FAUN","Brooklyn","606 VANDERBILT AVE",11238,40.67826,-73.96885,"Italian","3476617199",2019-03-30,"A13/C",118,4,"$$$"
"908","restaurant","FAUSTO","Brooklyn","348 FLATBUSH AVE",11238,40.67597,-73.97181,"Italian","9179091427",2019-03-18,"A9/NC",115,4,"$$$"
"909","restaurant","FAZIO'S","Brooklyn","709 KNICKERBOCKER AVE",11221,40.69442,-73.91039,"Pizza","3475293222",2019-09-11,"-41/C",94,4.5,"$"
"910","restaurant","FEED","Brooklyn","55 WATER ST",11201,40.703415,-73.991409,"Italian","9293972716",2019-07-08,"A3/NC",445,3.5,"$$$"
"911","restaurant","FEED","Brooklyn","55 WATER ST",11201,40.703799,-73.992343,"Sushi Bars","9293972716",2019-07-08,"A3/NC",315,4,"$$$"
"912","restaurant","FEFITA'S","Brooklyn","1045 EASTERN PKWY",11213,40.6693115,-73.9336166,"Dominican","3476631398",2019-09-10,"-28/C",20,4.5,"$"
"913","restaurant","FELICE","Brooklyn","55 WATER ST",11201,40.703415,-73.991409,"Italian","9177437388",2019-07-20,"Z4/NC",445,3.5,"$$$"
"914","restaurant","FELICE","Brooklyn","55 WATER ST",11201,40.703799,-73.992343,"Sushi Bars","9177437388",2019-07-20,"Z4/NC",315,4,"$$$"
"915","restaurant","FERMENTO","Brooklyn","358 KOSCIUSZKO ST",11221,40.6917733468969,-73.9399936793105,"Italian","3475292145",2019-05-07,"A8/NC",24,5,"$$"
"916","restaurant","FIASCO","Bronx","2376 ARTHUR AVE",10458,40.854825,-73.887862,"Italian","7186180806",2018-12-27,"A11/C",48,4,"$$"
"917","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.7422762672197,-74.0048000961542,"Chinese","6466785382",2019-08-26,"A12/C",3690,4,"$$$"
"918","restaurant","FILAGA","Manhattan","75 9TH AVE",10014,40.739143,-74.00702,"Italian","6466785382",2019-08-26,"A12/C",56,4,"$$"
"919","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.7424250857658,-74.0061251304857,"Cambodian","6466785382",2019-08-26,"A12/C",306,4,"$$"
"920","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.7423115395488,-74.0061204511355,"French","6466785382",2019-08-26,"A12/C",128,3.5,"$$"
"921","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.7426589397899,-74.0059285394953,"Seafood","6466785382",2019-08-26,"A12/C",561,4,"$$"
"922","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.7422167724687,-74.0060891389007,"Wine Bars","6466785382",2019-08-26,"A12/C",108,4,"$$"
"923","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.74222,-74.00466,"Korean","6466785382",2019-08-26,"A12/C",532,3.5,"$$"
"924","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.7424675258773,-74.0066324867859,"Sushi Bars","6466785382",2019-08-26,"A12/C",199,4.5,"$$"
"925","restaurant","FILAGA","Manhattan","75 9TH AVE",10011,40.7425547,-74.0060838,"Tacos","6466785382",2019-08-26,"A12/C",2568,4.5,"$"
"926","restaurant","FILAMENT","Brooklyn","220 36TH ST",11232,40.6563397347466,-74.0078896656632,"Tacos","3474178494",2019-01-31,"A9/C",29,3,"$$"
"927","restaurant","FIRENZE RISTORANTE","Manhattan","1555 2ND AVE",10028,40.774526565292,-73.9544070884586,"Italian","2128619368",2019-06-03,"A13/C",235,3.5,"$$$"
"928","restaurant","FISH CHEEKS","Brooklyn","55 WATER ST",11201,40.703415,-73.991409,"Italian","9177437388",2019-07-20,"Z7/NC",445,3.5,"$$$"
"929","restaurant","FISH CHEEKS","Brooklyn","55 WATER ST",11201,40.703799,-73.992343,"Sushi Bars","9177437388",2019-07-20,"Z7/NC",315,4,"$$$"
"930","restaurant","FIVE GUYS FAMOUS BURGERS AND FRIES","Bronx","815 HUTCHINSON RIVER PKWY",10465,40.8234938157168,-73.8379064003517,"Japanese","9293246301",2019-09-11,"-24/C",30,4,"$"
"931","restaurant","FIVE SENSES","Manhattan","9 W 32ND ST",10001,40.747573158626,-73.9863122632311,"Korean","2124410005",2019-06-22,"A9/C",1176,4,"$$"
"932","restaurant","FIVE SENSES","Manhattan","9 W 32ND ST",10001,40.747653,-73.986114,"Korean","2124410005",2019-06-22,"A9/C",346,3.5,"$$"
"933","restaurant","FLAME","Manhattan","381 3RD AVE",10016,40.74148,-73.98087,"Dim Sum","9172658772",2019-06-25,"A10/C",75,4,"$$$"
"934","restaurant","FLAME","Manhattan","381 3RD AVE",10016,40.74152,-73.98097,"Pan Asian","9172658772",2019-06-25,"A10/C",270,3.5,"$$"
"935","restaurant","FLAME","Manhattan","381 3RD AVE",10016,40.74152,-73.98097,"Dim Sum","9172658772",2019-06-25,"A10/C",86,4,"$$"
"936","restaurant","FLIPSIGI","Manhattan","525 HUDSON ST",10014,40.73405,-74.00642,"Filipino","9176393262",2019-06-10,"A12/NC",603,4,"$$"
"937","restaurant","FLOR DE BROADWAY RESTAURANT","Manhattan","3395 BROADWAY",10031,40.82189,-73.9541,"Sandwiches","2122811556",2018-10-29,"A13/C",91,4,"$"
"938","restaurant","FLOR DE MAYO RESTAURANT","Manhattan","2651 BROADWAY",10025,40.797832,-73.969948,"Chinese","2126635520",2019-06-20,"A9/C",505,4,"$$"
"939","restaurant","FLORA","Brooklyn","1021 8TH AVE",11215,40.66452,-73.97989,"Italian","3478449480",2018-10-30,"A8/C",40,5,"$$"
"940","restaurant","FLORIDITA RESTAURANT UPTOWN","Manhattan","4162 BROADWAY",10033,40.8471171674521,-73.9378327131271,"Cuban","2129280653",2019-08-01,"C32/C",99,3.5,"$"
"941","restaurant","FLUSHING BANGGANE","Queens","16519 NORTHERN BLVD",11358,40.760032,-73.800432,"Korean","7187622799",2019-03-21,"A8/NC",44,4,"$$"
"942","restaurant","FOB RESTAURANT","Brooklyn","271 SMITH ST",11231,40.6826583,-73.9930755,"Filipino","7188528994",2019-09-19,"A13/C",157,4,"$$"
"943","restaurant","FOLLIA","Manhattan","179 3RD AVE",10003,40.7349243164062,-73.9855880737305,"Wine Bars","2124774100",2019-02-06,"A12/C",124,4,"$$"
"944","restaurant","FONDA OF CHELSEA","Manhattan","189 9TH AVE",10011,40.7455185879981,-74.0021848849335,"Mexican","9175255252",2019-06-14,"A11/C",301,3.5,"$$"
"945","restaurant","FONTANAS","Brooklyn","2359 RALPH AVE",11234,40.6206692162697,-73.9173977165707,"Italian","7184444300",2019-05-25,"-NA/NC",39,4,"$$"
"946","restaurant","FOO HING KITCHEN","Bronx","2706 3RD AVE",10454,40.8135242,-73.9222125,"Chinese","7186657593",2019-04-30,"A11/C",4,4.5,"$"
"947","restaurant","FOOD KING CHINESE RESTAURANT","Manhattan","694 10TH AVE",10036,40.76366,-73.99217,"Chinese","2123076701",2019-07-12,"A9/NC",56,3.5,"$"
"948","restaurant","FOOD SING RESTAURANT","Brooklyn","172 GRAND ST",11211,40.714324,-73.961257,"Cantonese","7187827596",2019-06-11,"A6/NC",43,3,"$"
"949","restaurant","FORCELLA FRIED PIZZA","Brooklyn","445 ALBEE SQUARE W",11201,40.69121,-73.98331,"Pizza","9293794085",2019-04-02,"A3/NC",102,4,"$$"
"950","restaurant","FORCELLA FRIED PIZZA","Brooklyn","445 ALBEE SQUARE W",11201,40.6912509,-73.9832589,"Creperies","9293794085",2019-04-02,"A3/NC",562,4,"$"
"951","restaurant","FORCELLA FRIED PIZZA","Brooklyn","445 ALBEE SQUARE W",11201,40.690884,-73.982863,"Sushi Bars","9293794085",2019-04-02,"A3/NC",39,4.5,"$$"
"952","restaurant","FORCELLA FRIED PIZZA","Brooklyn","445 ALBEE SQUARE W",11201,40.690584,-73.982326,"Food Court","9293794085",2019-04-02,"A3/NC",561,4,"$$"
"953","restaurant","FORCELLA FRIED PIZZA","Brooklyn","445 ALBEE SQUARE W",11201,40.6911972950438,-73.9829608798027,"Asian Fusion","9293794085",2019-04-02,"A3/NC",27,4,"$$"
"954","restaurant","FORCELLA FRIED PIZZA","Brooklyn","445 ALBEE SQUARE W",11201,40.691126,-73.9825963,"Tacos","9293794085",2019-04-02,"A3/NC",36,3,"$$"
"955","restaurant","FORCELLA FRIED PIZZA","Brooklyn","445 ALBEE SQUARE W",11201,40.690584,-73.982326,"Tapas/Small Plates","9293794085",2019-04-02,"A3/NC",10,4,"$$"
"956","restaurant","FORCELLA PIZZA DI NAPOLI","Brooklyn","485 LORIMER ST",11211,40.711353,-73.9490983,"Pizza","7183888820",2019-07-27,"C30/C",418,3.5,"$$"
"957","restaurant","FOREVER TASTE RESTAURANT","Manhattan","27 RUTGERS ST",10002,40.71294,-73.98979,"Chinese","6462888434",2018-12-10,"A10/C",30,4,"$"
"958","restaurant","FORNINO","Brooklyn","PIER 6 BROOKLYN BRIDGE PARK",11201,40.6928735340776,-74.0016932280972,"Italian","3474468521",2019-06-10,"A7/NC",200,4,"$$"
"959","restaurant","FORNO ROSSO PIZZERIA","Brooklyn","327 GOLD ST",11201,40.69446,-73.98316,"Italian","7184513800",2018-10-24,"A12/C",544,4,"$$"
"960","restaurant","FORTUNE COOKIES","Brooklyn","611 MANHATTAN AVE",11222,40.72338,-73.9507,"Chinese","7183897103",2019-06-26,"A11/NC",40,3.5,"$"
"961","restaurant","FORTUNE PLACE CHINESE RESTAURANT","Brooklyn","286 BROADWAY",11211,40.70849,-73.9585,"Chinese","7189633566",2019-09-23,"A12/C",16,3.5,"$"
"962","restaurant","FRAGOLE ITALIAN RESTAURANT","Brooklyn","394 COURT ST",11231,40.68087,-73.99688,"Italian","7185227133",2018-10-24,"-NA/NC",308,4,"$$"
"963","restaurant","FRAME","Manhattan","552 7TH AVE",10018,40.754638,-73.98838,"Korean","2127190111",2019-09-27,"-27/NC",81,2.5,"$$"
"964","restaurant","FRANKLIN SQUARE CAFE @ HARPER COLLINS","Manhattan","195 BROADWAY",10007,40.711203,-74.008879,"Japanese","2122076962",2018-12-24,"A12/C",274,3.5,"$$$$"
"965","restaurant","FREEDOM MEXICAN & ITALIAN RESTAURANT","Brooklyn","679 5TH AVE",11215,40.661594,-73.992858,"Mexican","7183692575",2019-08-08,"-49/C",11,4,"$"
"966","restaurant","FRENASIA","Queens","16335 CROSSBAY BLVD",11414,40.651392,-73.837518,"Asian Fusion","7183227690",2019-07-29,"A12/C",194,3,"$$"
"967","restaurant","FRENCH DINER","Manhattan","188 ORCHARD ST",10002,40.7218274586187,-73.9879689992204,"French","2127771577",2019-03-26,"A7/C",91,4.5,"$$"
"968","restaurant","FRENCH EPI","Brooklyn","123 GREENPOINT AVE",11222,40.730349,-73.955203,"American (Traditional)","6466424300",2019-01-10,"A5/C",64,3.5,"$$"
"969","restaurant","FRENCH LOUIE","Brooklyn","320 ATLANTIC AVE",11201,40.6879459,-73.988257,"French","7189351200",2019-06-26,"A13/C",323,4,"$$$"
"970","restaurant","FRENCH ROAST","Manhattan","2340 BROADWAY",10024,40.7877322,-73.9767123,"French","2127991533",2019-03-01,"A13/NC",514,3,"$$"
"971","restaurant","FRENCHETTE","Manhattan","241 W BROADWAY",10013,40.71964,-74.00578,"Brasseries","7189160454",2019-06-12,"A8/NC",119,4,"$$$$"
"972","restaurant","FRESCA TORTILLA","Queens","3115 DITMARS BLVD",11105,40.7757870486376,-73.9099826840614,"Tex-Mex","7182787666",2019-01-08,"A12/C",96,3,"$"
"973","restaurant","FRESH N' HEALTHY","Queens","16210 JAMAICA AVE",11432,40.703769,-73.797097,"Spanish","7182910150",2019-04-09,"A13/C",2,5,"$"
"974","restaurant","FRESH TACO","Queens","4559 46TH ST",11377,40.741268,-73.918899,"Mexican","7187521818",2019-08-19,"A10/C",30,3.5,"$"
"975","restaurant","FRESH WHITE SWAN BAKERY","Manhattan","88 E BROADWAY",10002,40.713837,-73.99414,"Chinese","2122265333",2019-08-23,"-NA/NA",19,4,"$"
"976","restaurant","FRESH WHITE SWAN BAKERY","Manhattan","88 E BROADWAY",10002,40.714,-73.99439,"Dim Sum","2122265333",2019-08-23,"-NA/NA",191,3,"$$"
"977","restaurant","FRIDUCHA MEXICAN","Brooklyn","946 MANHATTAN AVE",11222,40.73152,-73.95432,"Mexican","7183830026",2019-02-15,"A13/C",54,4,"$$"
"978","restaurant","FRIED FRANK CAFETERIA","Manhattan","1 NEW YORK PLAZA",10004,40.7023139,-74.0114968,"Salad","2128598041",2019-01-02,"A13/NC",26,3,"$$"
"979","restaurant","FRIENDLY RESTAURANT","Queens","1205 40TH AVE",11101,40.7559963313064,-73.9424634196434,"Chinese","7188433891",2019-09-19,"-23/C",55,3.5,"$"
"980","restaurant","FRIJOLITO'S RESTAURANT","Manhattan","3446 BROADWAY",10031,40.8234652876854,-73.9524172246456,"Mexican","6466829033",2018-11-26,"A7/C",108,4.5,"$"
"981","restaurant","FU KEE CHINESE RESTAURANT","Brooklyn","2211 86TH ST",11214,40.601908,-73.993218,"Chinese","7182326083",2019-07-15,"A13/C",155,3.5,"$"
"982","restaurant","FU LAI NO. 1 RESTAURANT","Brooklyn","7023 FORT HAMILTON PKWY",11228,40.62763,-74.01319,"Chinese","7188333853",2019-09-03,"A7/C",25,4,"$"
"983","restaurant","FU RUN DONG BEI","Queens","4009 PRINCE ST",11354,40.7585654,-73.8315129,"Noodles","7183211363",2019-09-04,"-30/C",229,4,"$"
"984","restaurant","FU XING RESTAURANT & BAKERY","Manhattan","273 W 38TH ST",10018,40.754589387013,-73.9912518276348,"Cantonese","2125756978",2019-08-01,"A10/C",58,4,"$"
"985","restaurant","FU XING RESTAURANT & BAKERY","Manhattan","273 W 38TH ST",10018,40.75463,-73.99115,"Japanese Curry","2125756978",2019-08-01,"A10/C",1384,4,"$$"
"986","restaurant","FU ZHOU WEI ZONG WEI","Manhattan","88 E BROADWAY",10002,40.713837,-73.99414,"Chinese","2124313555",2019-09-24,"-34/C",19,4,"$"
"987","restaurant","FU ZHOU WEI ZONG WEI","Manhattan","88 E BROADWAY",10002,40.714,-73.99439,"Dim Sum","2124313555",2019-09-24,"-34/C",191,3,"$$"
"988","restaurant","FUJI EAST","Manhattan","455 MAIN ST",10044,40.759060669975,-73.9523682767591,"Sushi Bars","2125831688",2019-05-08,"A13/NC",120,3,"$$"
"989","restaurant","FUJI HIBACHI","Manhattan","321 W 42ND ST",10036,40.75792,-73.99067,"Japanese","2127571820",2019-07-31,"A12/C",234,3.5,"$$"
"990","restaurant","FUJI JAPANESE CUISINE","Queens","11327 QUEENS BLVD",11375,40.717779,-73.8352311,"Japanese","7182633636",2019-09-19,"A11/NC",262,3,"$$"
"991","restaurant","FUJIYAMA JAPANESE FUSION","Brooklyn","7307 13TH AVE",11228,40.62118,-74.00632,"Japanese","7182568188",2019-03-05,"A4/NC",68,3.5,"$"
"992","restaurant","FUKUYAMA","Brooklyn","622 METROPOLITAN AVE",11211,40.713916,-73.948283,"Sushi Bars","7187821496",2018-10-04,"A13/C",25,4,"$$"
"993","restaurant","FUKUYAMA SUSHI & RAMEN","Brooklyn","622 METROPOLITAN AVE",11211,40.713916,-73.948283,"Sushi Bars","7187821496",2019-09-27,"N54/C",25,4,"$$"
"994","restaurant","FULTON THAI RESTAURANT","Brooklyn","848 FULTON ST",11238,40.683459,-73.967407,"Thai","7187895931",2019-01-03,"A12/NC",98,3,"$$"
"995","restaurant","FUMO RESTAURANT","Manhattan","1600 AMSTERDAM AVE",10031,40.821442,-73.9506357,"Pizza","6466926675",2019-02-21,"A12/C",295,4,"$$"
"996","restaurant","FUSHA FUSION","Manhattan","1065 1ST AVE",10022,40.75915,-73.96252,"Japanese","2127528883",2019-07-11,"A7/C",194,3.5,"$$"
"997","restaurant","FUSHIMI","Staten Island","17 PAGE AVE",10309,40.52394,-74.23439,"Japanese","7183563333",2019-05-30,"A12/C",38,3.5,"$$"
"998","restaurant","FUYU RAMEN","Queens","4617 QUEENS BLVD",11104,40.743478,-73.918057,"Poke","7187862200",2019-09-26,"N27/C",32,5,"$$"
"999","restaurant","Filicori-Zecchini","Manhattan","2541 BROADWAY",11106,40.7628982173022,-73.9270855469213,"Pizza","2012408695",2019-07-26,"A10/C",450,4,"$$"
"1000","restaurant","Fukusuke","Manhattan","304 E 49TH ST",10017,40.75394,-73.96864,"French","2123390033",2019-03-01,"A10/NC",45,4,"$$"
"1001","restaurant","Fukusuke","Manhattan","304 E 49TH ST",10017,40.75394,-73.96864,"Japanese","2123390033",2019-03-01,"A10/NC",51,4,"$$"
"1002","restaurant","GABRIELA'S TAQUERIA","Manhattan","700 8TH AVE",10036,40.7587156,-73.9883444,"Ramen","9173380699",2019-02-15,"A4/NC",150,3.5,"$$"
"1003","restaurant","GALICIA TAPAS","Manhattan","575 W 207TH ST",10034,40.86666,-73.92037,"Wine Bars","9179623933",1900-01-01,"-NA/NA",141,4,"$$"
"1004","restaurant","GALLO NERO","Manhattan","181 DUANE ST",10013,40.71755,-74.01013,"Italian","9292789696",1900-01-01,"-NA/NA",401,3.5,"$$"
"1005","restaurant","GAMMEEOK","Manhattan","9 W 32ND ST",10001,40.747573158626,-73.9863122632311,"Korean","2128681180",2019-09-27,"-23/C",1176,4,"$$"
"1006","restaurant","GAMMEEOK","Manhattan","9 W 32ND ST",10001,40.747653,-73.986114,"Korean","2128681180",2019-09-27,"-23/C",346,3.5,"$$"
"1007","restaurant","GANSEVOORT PARK ROOFTOP","Manhattan","420 PARK AVE S",10016,40.74391,-73.9839,"Italian","6463805391",2019-09-20,"A12/C",360,3.5,"$$$"
"1008","restaurant","GAONNURI","Manhattan","1250 BROADWAY",10001,40.74757,-73.98802,"Korean","2129719045",2019-02-12,"A2/NC",735,3.5,"$$$"
