DBA,BORO,address,zip_code,lat,lon,categories,PHONE,INSPECTION.DATE,INSPECTION.RESULT,review_count,rating,price
CHAAN TENG,Manhattan,698 9TH AVE,10036,40.762,-73.98961,Thai,2122351886,9/5/19,A13/NC,1164,3.5,$$
CHAI THAI KITCHEN,Manhattan,930 8TH AVE,10019,40.76541,-73.98352,Thai,2127078778,9/11/19,Z9/C,523,3.5,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.74227627,-74.0048001,Chinese,2032526859,6/12/19,A13/NC,3690,4,$$$
CHALAIT,Manhattan,75 9TH AVE,10014,40.739143,-74.00702,Italian,2032526859,6/12/19,A13/NC,56,4,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.74242509,-74.00612513,Cambodian,2032526859,6/12/19,A13/NC,306,4,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.74231154,-74.00612045,French,2032526859,6/12/19,A13/NC,128,3.5,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.74265894,-74.00592854,Seafood,2032526859,6/12/19,A13/NC,561,4,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.74221677,-74.00608914,Wine Bars,2032526859,6/12/19,A13/NC,108,4,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.74222,-74.00466,Korean,2032526859,6/12/19,A13/NC,532,3.5,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.74246753,-74.00663249,Sushi Bars,2032526859,6/12/19,A13/NC,199,4.5,$$
CHALAIT,Manhattan,75 9TH AVE,10011,40.7425547,-74.0060838,Tacos,2032526859,6/12/19,A13/NC,2568,4.5,$
CHAM THAI CUISINE,Queens,881 WOODWARD AVE,11385,40.7025939,-73.901464,Thai,7188944404,7/31/19,A10/C,40,3.5,$$
CHAMPIGNON CAFE,Manhattan,1389 MADISON AVE,10029,40.7875485,-73.95386294,French,2129871706,7/18/19,A12/C,146,3,$
CHAMPION PIZZA ESSEX,Manhattan,123 ESSEX ST,10002,40.7197418,-73.9877989,Mexican,2122285597,6/12/19,A5/C,238,4,$
CHANCE,Brooklyn,223 SMITH ST,11201,40.6842,-73.99192,Asian Fusion,7_________,3/18/19,-36/C,320,4,$$
CHANG NOI THAI,Staten Island,100 STUYVESANT PL,10301,40.64370404,-74.07760292,Thai,7184428424,1/18/19,A2/NC,121,4.5,$$
CHANG NOI THAI,Staten Island,100 STUYVESANT PL,10301,40.64391036,-74.0777565,Salad,7184428424,1/18/19,A2/NC,42,4,$
CHAO THAI,Queens,8503 WHITNEY AVE,11373,40.7414656,-73.8801273,Thai,7184244999,4/24/19,A12/C,354,4,$$
CHAR SUE,Manhattan,119 ESSEX ST,10002,40.71960009,-73.98791526,Asian Fusion,2123803906,3/28/19,A9/C,143,4.5,$$
CHARLIE'S PLACE,Manhattan,1960 MADISON AVE,10035,40.80622,-73.94061,Sushi Bars,2124100277,9/11/19,A10/C,110,4,$
CHARM'S,Manhattan,200 8TH AVE,10011,40.74346,-73.99947,Thai,6565908994,3/20/19,A13/NC,80,4,$$
CHARRUA,Manhattan,131 ESSEX ST,10002,40.72004,-73.9876,Latin American,2126775838,3/19/19,#NAME?,132,4,$$
CHATEAU DE CAPITAINE,Brooklyn,2570 CONEY ISLAND AVE,11223,40.594182,-73.961264,Seafood,7183392800,12/17/18,A13/NC,119,4,$$$
CHAU DOWN,Brooklyn,80 DEKALB AVE,11201,40.6897703,-73.9795862,Bubble Tea,7188580330,7/23/19,A12/C,64,3.5,$
CHAZZ PALMINTERI ITALIAN RESTAURANT,Manhattan,30 W 46TH ST,10036,40.756473,-73.980563,Italian,2123555540,7/16/19,A9/NC,199,4,$$$
CHEERS THAI RESTAURANT,Brooklyn,568 METROPOLITAN AVE,11211,40.71382,-73.949971,Thai,7185994311,5/3/19,A5/C,126,3.5,$$
CHEF QUANG GUYANESE CHINESE EXPRESS,Brooklyn,3360 ATLANTIC AVE,11208,40.681229,-73.872071,Caribbean,3473053470,5/28/19,B22/C,40,3.5,$
CHEFS CLUB COUNTER,Manhattan,62 SPRING ST,10012,40.72231127,-73.99737741,Ramen,6464389172,10/30/18,A13/NC,105,4.5,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.74227627,-74.0048001,Chinese,9175750151,7/11/19,A10/C,3690,4,$$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10014,40.739143,-74.00702,Italian,9175750151,7/11/19,A10/C,56,4,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.74242509,-74.00612513,Cambodian,9175750151,7/11/19,A10/C,306,4,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.74231154,-74.00612045,French,9175750151,7/11/19,A10/C,128,3.5,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.74265894,-74.00592854,Seafood,9175750151,7/11/19,A10/C,561,4,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.74221677,-74.00608914,Wine Bars,9175750151,7/11/19,A10/C,108,4,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.74222,-74.00466,Korean,9175750151,7/11/19,A10/C,532,3.5,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.74246753,-74.00663249,Sushi Bars,9175750151,7/11/19,A10/C,199,4.5,$$
CHELSEA MUSIC HALL,Manhattan,75 9TH AVE,10011,40.7425547,-74.0060838,Tacos,9175750151,7/11/19,A10/C,2568,4.5,$
CHEN'S GARDEN RESTAURANT,Staten Island,1547 ARTHUR KILL RD,10312,40.5626885,-74.191104,Chinese,9178158025,9/19/19,-26/C,29,3.5,$$
CHENS GARDEN,Brooklyn,11046 FLATLANDS AVE,11207,40.6500633,-73.8909008,Chinese,7186491711,6/11/19,A2/NC,11,4,$
CHEZ JOSEPHINE,Manhattan,414 W 42ND ST,10036,40.75861911,-73.99341345,French,2125941925,6/7/19,B27/C,443,4,$$$
CHEZ LUCIEN,Manhattan,308 LENOX AVE,10027,40.8079409,-73.9448598,French,9176986644,3/26/19,#NAME?,427,3.5,$$
CHI'S TASTE OF ORIENTAL,Brooklyn,614 4TH AVE,11215,40.66492,-73.99369,Chinese,7187882613,9/4/19,Z27/NC,18,3,$
CHICK'NCONE,Manhattan,1000 S 8TH AVE,10019,40.767127,-73.983016,Taiwanese,7202788672,2/1/19,A10/NC,101,3.5,$$
CHICK'NCONE,Manhattan,1000 S 8TH AVE,10019,40.76705722,-73.98257771,Food Trucks,7202788672,2/1/19,A10/NC,44,4.5,$
CHICK'NCONE,Manhattan,1000 S 8TH AVE,10019,40.694983,-73.991036,Food Stands,7202788672,2/1/19,A10/NC,287,4.5,$
CHICK'NCONE,Manhattan,1000 S 8TH AVE,10019,40.7685425,-73.9817814,Venezuelan,7202788672,2/1/19,A10/NC,38,3.5,$$
CHICK-FIL-A AT STATEN ISLAND MALL,Staten Island,2655 RICHMOND AVE,10314,40.58185759,-74.16522116,Pan Asian,9293435064,4/25/19,A3/NC,152,3.5,$$
CHICKEN RANCH,Manhattan,315 AUDUBON AVE,10033,40.84839,-73.9324,Spanish,6469228564,12/11/18,A13/NC,65,4.5,$$
CHICKEN V,Brooklyn,1972 86TH ST,11214,40.60472598,-73.99881508,Chicken Shop,7185579888,8/21/19,A12/NC,85,3.5,$
CHIDORI JAPANESE CUISINE,Queens,9709 64TH AVE,11374,40.7298925,-73.8602819,Sushi Bars,3472515971,7/15/19,A13/NC,113,3.5,$$
CHIKARASHI,Manhattan,1158 BROADWAY,10001,40.74458,-73.98871,Japanese,9172620623,8/29/19,-23/C,70,4,$$
CHIKURIN,Brooklyn,1777 OCEAN AVE,11230,40.61875,-73.95484,Japanese,7183381818,6/27/19,A7/NC,195,3.5,$$
CHILO'S,Brooklyn,323 FRANKLIN AVE,11238,40.68837,-73.95684,Bars,9176979921,1/16/19,A9/NC,192,4,$
CHIMU,Brooklyn,482 UNION AVE,11211,40.714903,-73.95144,Steakhouses,7183830045,9/19/19,#NAME?,762,4,$$
CHIN CHIN THAI KITCHEN,Queens,5717 ROOSEVELT AVE,11377,40.745575,-73.906898,Thai,3474389623,7/29/19,A11/C,66,3.5,$
CHINA CHALET,Manhattan,47 BROADWAY,10006,40.7065033,-74.01294015,Chinese,2129434380,8/22/19,#NAME?,159,3,$$
CHINA CITY,Brooklyn,790 SARATOGA AVE,11212,40.661248,-73.915723,Chinese,7184986666,7/15/19,A9/C,3,3,$
CHINA DELIGHT,Brooklyn,722 4TH AVE,11232,40.661844,-73.996885,Chinese,7187880888,1/17/19,A9/C,15,4,$
CHINA DELIGHT 699,Brooklyn,4009 5TH AVE,11232,40.65043,-74.0045899,Chinese,7188717888,4/11/19,A11/C,41,3.5,$
CHINA GARDEN TAKEOUT,Brooklyn,2014 BATH AVE,11214,40.60102,-74.00131,Chinese,7183339898,12/27/18,A12/NC,15,4,$
CHINA GOURMET,Manhattan,877 8TH AVE,10019,40.76381,-73.98524,Chinese,9178928180,6/5/19,A12/C,202,2.5,$
CHINA JADE,Manhattan,1643 2ND AVE,10028,40.77747,-73.95239,Chinese,2127176688,9/17/19,Z21/NC,111,4,$$
CHINA KITCHEN,Brooklyn,3312 CHURCH AVE,11203,40.65085,-73.94619,Mexican,7182826686,8/28/19,A12/NC,5,2,$
CHINA MIA,Bronx,2232 WHITE PLAINS RD,10467,40.8581892,-73.8675759,Chinese,7187086300,4/17/19,A11/C,35,4,$
CHINA NEW STAR RESTAURANT,Staten Island,1640 FOREST AVE,10302,40.62479,-74.14344,Chinese,7188155826,5/7/19,A12/C,43,3.5,$$
CHINA PAGODA,Queens,4720 30TH AVE,11103,40.7610039,-73.9091797,Chinese,7186260388,9/20/19,-24/C,39,3.5,$
CHINA RESTAURANT,Brooklyn,937 UTICA AVE,11203,40.65026093,-73.92993164,Chinese,7184985108,5/10/19,A9/NC,58,4,$
CHINA RIVER,Manhattan,258 W 44TH ST,10036,40.75817112,-73.9883149,Szechuan,6467670854,9/16/19,#NAME?,119,4,$$
CHINA ROYAL CHINESE RESTAURANT,Brooklyn,1377 65TH ST,11219,40.62489,-73.99939,Chinese,7182366222,7/9/19,A10/NC,17,4,$
CHINA THAI NY,Brooklyn,867 FLATBUSH AVE,11226,40.6509874,-73.9586027,Thai,7184696800,6/20/19,A12/C,14,2.5,$
CHINATOWN RESTAURANT,Manhattan,1650 3RD AVE,10128,40.78286,-73.95126,Japanese,2129873500,9/9/19,Z24/C,246,3,$$
CHINELOS II DELI-GROCERY RESTAURANT,Manhattan,530 W 136TH ST,10031,40.82033,-73.95378,Mexican,2126906077,7/23/19,-29/C,65,3.5,$
CHINESE MUSICIAN RESTAURANT,Brooklyn,151 GREENPOINT AVE,11222,40.7303597,-73.9537321,Chinese,7183835340,9/24/19,A10/C,120,3,$
CHINESE TUXEDO,Manhattan,5 DOYERS ST,10013,40.71433,-73.99804,Chinese,6468959301,1/15/19,A9/NC,206,3.5,$$$
CHIPOTLE MEXICAN GRILL #2254,Brooklyn,185 7TH AVE,10011,40.74262552,-73.99664819,Sushi Bars,3477254450,9/11/19,A3/NC,544,4,$$$
CHIPOTLE MEXICAN GRILL #2918,Staten Island,2655 RICHMOND AVE,10314,40.58185759,-74.16522116,Pan Asian,7182104606,8/19/19,A12/NC,152,3.5,$$
CHIVE BLOSSOM,Brooklyn,394 BEDFORD AVE,11249,40.710796,-73.963901,Pan Asian,7185763571,4/30/19,A12/NC,101,4.5,$$
CHO-KO RESTAURANT,Manhattan,59 1ST AVE,10003,40.72515,-73.98744,Japanese,2123880885,7/2/19,A7/NC,85,3.5,$
CHOLULA EXPRESS DELI &RESTAURANT,Brooklyn,1480 DEKALB AVE,11237,40.70129776,-73.92183685,Mexican,3475334899,7/1/19,Z2/NC,8,4,$
CHONG QING XIAO MIAN NOODLE HOUSE,Manhattan,796 9TH AVE,10019,40.76513,-73.98753,Chinese,2125828806,8/5/19,Z9/NC,261,4,$$
CHOP SHOP KITCHEN,Manhattan,41 W 24TH ST,10010,40.74324,-73.99123,Chinese,9178859346,3/22/19,-17/C,203,3.5,$$
CHOPPED PARSLEY,Manhattan,500 W 146TH ST,10031,40.82593,-73.94742,Japanese,9176756666,3/28/19,A12/C,106,4.5,$$
CHOPSTICKS HOUSE,Staten Island,895 HUGUENOT AVE,10312,40.532776,-74.1917571,Chinese,7186054230,9/25/18,A13/C,24,3.5,$$
CHOPSTIX,Brooklyn,3790 NOSTRAND AVE,11235,40.59116,-73.9403,Sushi Bars,7188910391,4/11/19,A13/NC,240,3,$$
CHOW HOUSE,Manhattan,181 BLEECKER ST,10012,40.72915,-74.00072,Chinese,6463582779,9/11/19,-33/C,195,4.5,$$
CHOWTIME,Brooklyn,1418 MERMAID AVE,11224,40.576542,-73.982036,Vietnamese,3477131560,1/10/19,A12/C,42,4.5,$
CHOZA TAQUERIA,Manhattan,100 PARK AVE,10017,40.751285,-73.97933,Salad,9176756613,11/19/18,A7/NC,83,3,$$
CHOZA TAQUERIA,Manhattan,100 PARK AVE,10017,40.7511373,-73.978866,Coffee & Tea,9176756613,11/19/18,A7/NC,165,4,$$
CHU ROS THAI,Manhattan,1590 LEXINGTON AVE,10029,40.789283,-73.9487429,Italian,9172658432,4/16/19,A2/NC,168,4,$$
CHUAN TIAN XIA,Brooklyn,5502 7TH AVE,11220,40.6397,-74.009131,Szechuan,9292950128,7/6/19,A13/C,68,4.5,$$
CHUNG CHUN KITCHEN,Brooklyn,338 MYRTLE AVE,11205,40.69314,-73.973,Chinese,7188555921,7/5/19,A12/C,21,3.5,$
CHUNG KIWA RESTAURANT,Queens,4006 74TH ST,11373,40.746494,-73.891639,Korean,7184780925,9/10/19,#NAME?,171,3.5,$$
CHURRO CONE,Manhattan,131 AVENUE A,10009,40.72688,-73.98311,Ramen,6462434903,7/12/19,A11/NC,125,4,$$
CHURUTTO RAMEN & POKE,Manhattan,1534 3RD AVE,10128,40.77916,-73.95396,Ramen,2128288809,9/19/19,A11/NC,102,4,$$
CIAO BELLA,Manhattan,257 7TH AVE,10001,40.7451099,-73.9947,Italian,2122654050,9/10/19,-42/C,170,3.5,$
CIBAO,Brooklyn,172 SMITH ST,11201,40.68584,-73.99121,Latin American,7185961501,8/12/19,A13/C,155,4,$$
CIBO E VINO,Manhattan,2418 BROADWAY,10024,40.790206,-73.9749174,Italian,2123620096,10/17/18,A11/NC,279,4,$$
CIENEGA LAS TLAYUDAS DE OAXACA,Queens,10432 CORONA AVE,11368,40.74369,-73.85759,Mexican,3473532366,9/6/19,A12/NC,32,4.5,$
CINCO DE MAYO,Bronx,837 WASHINGTON AVE,10451,40.82251317,-73.91159641,Mexican,7186769444,9/17/19,-46/C,90,3.5,$
CINCO DE MAYO RESTAURANT,Brooklyn,1202 CORTELYOU RD,11218,40.639881,-73.96688,Mexican,7188380207,3/19/19,A10/NC,204,3.5,$$
CITRICO,Brooklyn,681 WASHINGTON AVE,11238,40.6768903,-73.96352665,Mexican,3479554519,3/30/19,A12/C,191,4,$$
CITY SNOOKER POOL HOUSE,Queens,7532 BROADWAY,11373,40.745693,-73.889588,Korean,6465084014,12/4/18,A10/C,155,3.5,$$
CITY SUBS,Brooklyn,82 5TH AVE,11217,40.680576,-73.977874,Mexican,9174184724,6/10/19,A12/NC,130,4.5,$
CITY VINEYARD,Manhattan,233 WEST ST,10013,40.7205582,-74.0118093,Wine Bars,6466778350,1/22/19,A12/NC,508,4,$$
CLARO,Brooklyn,284 3RD AVE,10010,40.7384,-73.98369,Bubble Tea,3477213126,7/17/19,A11/NC,60,3.5,$
CLARO,Brooklyn,284 3RD AVE,11215,40.6773588,-73.98619845,Mexican,3477213126,7/17/19,A11/NC,110,4,$$
CLAUDETTE,Manhattan,24 5TH AVE,10011,40.73303676,-73.99602869,French,2128682424,6/10/19,A13/C,333,4,$$$
CLINTON ST BAKING COMPANY,Brooklyn,55 WATER ST,11201,40.703415,-73.991409,Italian,9172246042,9/23/19,A11/NC,445,3.5,$$$
CLINTON ST BAKING COMPANY,Brooklyn,55 WATER ST,11201,40.703799,-73.992343,Sushi Bars,9172246042,9/23/19,A11/NC,315,4,$$$
CLOVELLY COFFEE,Manhattan,423 9TH AVE,10001,40.75327715,-73.99664361,Chinese,9298107534,8/12/19,N19/C,78,3.5,$
CLUBHOUSE by ZO.,Manhattan,1 ROCKEFELLER PLZ,10020,40.757872,-73.97908,Vegan,2127576101,8/28/19,A10/C,280,4,$$
CO BA RESTAURANT,Manhattan,110 9TH AVE,10011,40.74313354,-74.00387573,Vietnamese,2124142700,11/1/18,A9/C,227,3.5,$$
COCINA CHENTE MEXICAN CUISINE,Bronx,3535 RIVERDALE AVE,10463,40.88607435,-73.9070925,Mexican,3478438082,7/1/19,A10/NC,94,4,$$
COCINA LATINA,Manhattan,4986 BROADWAY,10034,40.86811437,-73.91909825,Latin American,2125442223,7/8/19,#NAME?,7,3,$$
COCO MALAYSIA CUISINE,Queens,8269 BROADWAY,11373,40.741662,-73.8804985,Thai,7185652030,2/12/19,A10/C,226,3.5,$$
COCO PAZZO TRATTORIA,Manhattan,160 PRINCE ST,10012,40.72596,-74.00143,Italian,9172616321,6/17/19,A7/NC,64,4,$$$
COCO THAI,Brooklyn,268 PROSPECT PARK W,11215,40.6585694,-73.9822303,Thai,7183692472,1/24/19,A7/C,53,3.5,$$
COCOA,Manhattan,15 E 18TH ST,10003,40.73813678,-73.99072836,Italian,2129828005,2/1/19,A3/NC,353,3.5,$$
COCORON,Manhattan,16 DELANCEY ST,10002,40.72031,-73.99305,Japanese,2124771212,2/6/19,A12/NC,940,4,$$
CODINO,Manhattan,62 CARMINE ST,10014,40.73006435,-74.00379367,Bars,6466308331,7/8/19,A12/NC,44,4,$$
COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.71264629,-74.01601105,Chinese,2129818588,9/13/19,A13/NC,129,3,$$
COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712708,-74.015919,French,2129818588,9/13/19,A13/NC,84,5,$$$$
COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.71264736,-74.01577846,French,2129818588,9/13/19,A13/NC,466,3.5,$$
COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712455,-74.015304,French,2129818588,9/13/19,A13/NC,247,3,$$$
COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712338,-74.01588,French,2129818588,9/13/19,A13/NC,362,4,$$
COFFEE BAR,Manhattan,225 LIBERTY ST,10286,40.712455,-74.015304,French,2129818588,9/13/19,A13/NC,23,3,$$
COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712693,-74.015839,Sushi Bars,2129818588,9/13/19,A13/NC,125,3.5,$$
COFFEE PROJECT NY,Manhattan,239 E 5TH ST,10003,40.72699,-73.98922,Sushi Bars,2122287888,1/11/19,A7/C,524,3.5,$$$$
COFFEE TOSSY,Queens,4214 GREENPOINT AVE,11104,40.74051,-73.92241,Chinese,9295220944,7/22/19,A12/NC,29,3.5,$
COLONIA VERDE,Brooklyn,219 DEKALB AVE,11205,40.68973541,-73.97070313,Latin American,6463704477,6/11/19,A7/NC,140,4,$$
COM TAM NINH KIEU,Bronx,2641 JEROME AVE,10468,40.86702,-73.8982,Vietnamese,7184503833,9/26/19,#NAME?,311,4,$$
COME PRIMA,Manhattan,903 MADISON AVE,10021,40.7721165,-73.96503739,Bars,2125177700,2/4/19,A7/NC,67,4.5,$$$
COMMUNITY DINING HALL AT MCKEON HALL FORDAM UNIV,Manhattan,150 W 62ND ST,10023,40.7715683,-73.9849167,Vietnamese,6463465110,1/29/19,A9/C,161,3,$$
COMPLETE CAFE,Manhattan,10 HANOVER SQ,10005,40.7045699,-74.00886,Food Trucks,2127777706,8/20/19,N11/NC,151,4,$
CONCORD HILL RESTAURANT,Brooklyn,374 GRAHAM AVE,11211,40.71558,-73.94428,American (New),3474639322,1/8/19,A5/C,143,4,$$
CONCRETE,Brooklyn,906 BROADWAY,11206,40.6977,-73.9368,Bars,9179668440,6/20/19,#NAME?,44,4.5,$$
CONGEE VILLAGE,Manhattan,100 ALLEN ST,10002,40.7187,-73.99031,Cantonese,2129411818,9/24/19,#NAME?,1456,3.5,$$
CONMIGO,Manhattan,1685 1ST AVE,10128,40.77793,-73.94902,Chinese,2122560056,4/4/19,A13/NC,51,3.5,$
CONMIGO,Manhattan,1685 1ST AVE,10128,40.77793,-73.94902,Cocktail Bars,2122560056,4/4/19,A13/NC,143,4,$$
CONVENE 237 PARK,Manhattan,237 PARK AVE,10029,40.818878,-73.991317,Barbeque,6466617163,9/26/18,A0/NA,37,3.5,$
COOKIE DO,Brooklyn,55 WATER ST,11201,40.703415,-73.991409,Italian,9177437388,7/20/19,Z0/NA,445,3.5,$$$
COOKIE DO,Brooklyn,55 WATER ST,11201,40.703799,-73.992343,Sushi Bars,9177437388,7/20/19,Z0/NA,315,4,$$$
COPPER THROAT,Manhattan,123 LUDLOW ST,10002,40.71978,-73.98877,Thai,9172617891,9/19/19,A9/C,68,4.5,$$
COR THAI YOU,Brooklyn,1310 CORTELYOU RD,11226,40.640433,-73.965713,Thai,7186767388,9/17/19,Z27/NC,123,4,$$
CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST),Manhattan,219 E 44TH ST,10017,40.75183,-73.97236,Steakhouses,2122390002,9/16/19,A10/C,232,4,$$$$
CORNER BISTRO,Manhattan,600 11TH AVE,10036,40.76234,-73.99695,Chinese,2125822122,9/24/19,A2/NC,30,4,$$
CORNER BISTRO,Manhattan,600 11TH AVE,10036,40.76234,-73.99695,Italian,2125822122,9/24/19,A2/NC,613,4,$$$
CORNER BISTRO,Manhattan,600 11TH AVE,10036,40.7624395,-73.9971462,Food Court,2125822122,9/24/19,A2/NC,516,4,$$
CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave),Manhattan,600 11TH AVE,10036,40.76234,-73.99695,Chinese,2129569339,10/12/18,A4/NC,30,4,$$
CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave),Manhattan,600 11TH AVE,10036,40.76234,-73.99695,Italian,2129569339,10/12/18,A4/NC,613,4,$$$
CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave),Manhattan,600 11TH AVE,10036,40.7624395,-73.9971462,Food Court,2129569339,10/12/18,A4/NC,516,4,$$
COSME,Manhattan,35 E 21ST ST,10010,40.739691,-73.988428,Mexican,2129139659,6/12/19,#NAME?,832,3.5,$$$
COSTAS,Manhattan,30 W 35TH ST,10001,40.74948192,-73.98511671,Latin American,7862817669,10/12/18,A12/NC,126,4,$
COSZCAL DE ALLENDE RESTAURANT,Brooklyn,6824 3RD AVE,11220,40.63617,-74.0262,Mexican,7189213523,7/1/19,B25/C,114,4,$$
COTE KOREAN STEAKHOUSE,Manhattan,16 W 22ND ST,10010,40.74129969,-73.99128933,Korean,2124017986,4/6/19,A11/NC,592,4,$$$
COTENNA,Manhattan,21 BEDFORD ST,10014,40.72903,-74.00357,Italian,6468610175,7/22/19,A12/NC,355,4,$$
COZUMEL TORTILLA,Manhattan,877 10TH AVE,10019,40.7694397,-73.98867035,Chinese,2124451009,6/12/19,Z27/C,68,3,$
COZUMEL TORTILLA,Manhattan,877 10TH AVE,10019,40.76944,-73.98867,Mexican,2124451009,6/12/19,Z27/C,53,3,$
CRAFT BEER BAR,Brooklyn,234 STARR ST,11237,40.70554296,-73.92255392,Tacos,7185522330,5/10/19,A11/C,57,4,$
CRAFT BEER BAR,Brooklyn,234 STARR ST,11237,40.705553,-73.922343,Venezuelan,7185522330,5/10/19,A11/C,75,4.5,$
CREDIT SUISSE-10 WEST CATERING,Manhattan,11 MADISON AVE,10010,40.74169074,-73.98720749,American (New),9084476590,4/12/19,A3/NC,1993,4.5,$$$$
CREDITSUISSE - 2 BELOW,Manhattan,11 MADISON AVE,10010,40.74169074,-73.98720749,American (New),9084516718,11/23/18,A7/C,1993,4.5,$$$$
CREPE FACTORY,Brooklyn,7306 3RD AVE,11209,40.63266997,-74.02763005,Desserts,3474216990,4/29/19,A2/NC,66,4,$
CREPES AND THINGS,Manhattan,348 BOWERY,10012,40.72664,-73.99202,Sushi Bars,6468618410,7/17/19,A3/NC,407,4,$$$
CREPES DU NORD,Staten Island,2655 RICHMOND AVE,10314,40.58185759,-74.16522116,Pan Asian,5162860203,10/2/18,A10/C,152,3.5,$$
CROWN SHY,Manhattan,70 PINE ST,10270,40.7065047,-74.0077715,Vegan,2125171932,9/12/19,A9/NC,66,4,$$
CROWNE PLAZA-TIMES SQUARE (BANQUET KITCHEN),Manhattan,1605 BROADWAY,10019,40.76056,-73.98481,Brasseries,2129774000,6/20/19,A10/C,27,3,$$
CROWNSHY,Manhattan,70 PINE ST,10270,40.7065047,-74.0077715,Vegan,9175777075,1/1/00,#NAME?,66,4,$$
CRUST PIZZERIA,Staten Island,2071 CLOVE RD,10304,40.60458272,-74.08331721,Italian,7188736520,2/26/19,A12/C,35,5,$$
CUSP,Brooklyn,321 7TH AVE,11215,40.66715567,-73.98131027,Creperies,7187882980,8/14/19,A10/NC,69,4,$
CUZCO PERUVIAN  RESTAURANT,Staten Island,1190 FOREST AVE,10310,40.62619,-74.1295899,Peruvian,7182739430,9/26/18,A10/C,68,4,$$
Cafe Rustico II,Manhattan,62 E 34TH ST,10016,40.74719,-73.98202,Italian,2127361114,9/9/19,A7/C,114,4,$
Calabrije's Margaritas and Tacos,Brooklyn,234 STARR ST,11237,40.70554296,-73.92255392,Tacos,7184842110,5/10/19,-17/C,57,4,$
Calabrije's Margaritas and Tacos,Brooklyn,234 STARR ST,11237,40.705553,-73.922343,Venezuelan,7184842110,5/10/19,-17/C,75,4.5,$
Chaamlex,Manhattan,34 LEXINGTON AVE,10010,40.74004,-73.98453,Thai,2129797778,5/7/19,A9/NC,172,4,$$
Charm's,Manhattan,200 8TH AVE,10011,40.74346,-73.99947,Thai,6465908994,1/1/00,#NAME?,80,4,$$
D' MONTAZO RESTAURANT,Brooklyn,216 WYCKOFF AVE,11237,40.70127869,-73.9144516,Spanish,7184973978,8/9/19,A12/C,17,4,$$
D'AMORE WINEBAR & RISTORANTE,Manhattan,118 E 116TH ST,10029,40.79865104,-73.94244108,Wine Bars,3476534878,3/19/19,A8/C,204,4.5,$$
DA ANDREA,Manhattan,35 W 13TH ST,10011,40.736218,-73.99597,Italian,3476587469,8/20/19,A7/NC,698,4,$$
DA CAPO,Manhattan,1392 MADISON AVE,10029,40.78776967,-73.95383846,Wine Bars,6467070684,3/7/19,A2/NC,177,4.5,$$
DA CAPO,Manhattan,1392 MADISON AVE,10029,40.78776967,-73.95383846,Wine Bars,6467070684,3/7/19,A2/NC,177,4.5,$$
DA CIRO BROOKLYN TRATTORIA & PIZZERIA,Brooklyn,458 MYRTLE AVE,11205,40.6931299,-73.96716,Pizza,9292959542,11/21/18,A3/NC,70,4.5,$$
DA CLAUDIO,Manhattan,21 ANN ST,10038,40.71087,-74.00753,Italian,2122852668,2/25/19,A9/NC,380,4,$$
DA MARINO NYC ITALIAN RESTAURANT,Manhattan,220 W 49TH ST,10019,40.76102,-73.98526,Italian,2125416601,7/10/19,A11/NC,403,4,$$$
DA NONNA ROSA,Brooklyn,140 7TH AVE,11215,40.67283,-73.97682,Italian,7187886225,9/16/19,#NAME?,292,4,$$
DA NONNA ROSA,Brooklyn,140 7TH AVE,10011,40.734767,-74.002415,Mexican,7187886225,9/16/19,#NAME?,1190,3.5,$$
DAIZEN,Brooklyn,768 57TH ST,11220,40.637316,-74.008447,Japanese,7185670888,1/28/19,A11/C,201,3.5,$$
DANI'S,Staten Island,7331 AMBOY RD,10307,40.511237,-74.241769,Italian,7185544615,6/12/19,A10/C,20,4,$$
